Diet;Line;Line 1;Line 2;Line 3;SP;Prediction.OUT;Validation.OUT;FK
BK30396M;2;0;1;0;7000;;26;BK30396M_2_7000
BK30643M;2;0;1;0;7000;;26;BK30643M_2_7000
BK30643M;2;0;1;0;7000;;26;BK30643M_2_7000
BK30643M;2;0;1;0;7000;;26;BK30643M_2_7000
BK30643M;2;0;1;0;7000;;26;BK30643M_2_7000
BK30644M;2;0;1;0;7000;;26;BK30644M_2_7000
BK30644M;2;0;1;0;7000;;26;BK30644M_2_7000
BK30939M;2;0;1;0;7000;;26;BK30939M_2_7000
BK30939M;2;0;1;0;7000;;26;BK30939M_2_7000
BK30941M;2;0;1;0;7500;;26;BK30941M_2_7500
BK30941M;2;0;1;0;7500;;26;BK30941M_2_7500
BK30942M;2;0;1;0;7000;;26;BK30942M_2_7000
BK31084M;2;0;1;0;7000;;26;BK31084M_2_7000
BK31084M;2;0;1;0;7000;;26;BK31084M_2_7000
BK32633M;2;0;1;0;7000;;26;BK32633M_2_7000
BK32633M;2;0;1;0;7000;;26;BK32633M_2_7000
BK32868M;2;0;1;0;7000;;26;BK32868M_2_7000
BK33729M;2;0;1;0;7000;;26;BK33729M_2_7000
BK34005M;2;0;1;0;7000;;26;BK34005M_2_7000
BK34433M;2;0;1;0;7000;;26;BK34433M_2_7000
BK35051M;2;0;1;0;6500;;26;BK35051M_2_6500
BK34688M;2;0;1;0;7000;;27;BK34688M_2_7000
BK25528M;2;0;1;0;6500;;28;BK25528M_2_6500
BK28304M;2;0;1;0;7000;;28;BK28304M_2_7000
BK28310M;2;0;1;0;7000;;28;BK28310M_2_7000
BK33647M;2;0;1;0;6000;;28;BK33647M_2_6000
BK34284M;2;0;1;0;7000;;28;BK34284M_2_7000
BK34706M;2;0;1;0;6000;;28;BK34706M_2_6000
BK5890M;2;0;1;0;7000;;28;BK5890M_2_7000
BK6060M;2;0;1;0;6500;;28;BK6060M_2_6500
BK6060M;2;0;1;0;6500;;28;BK6060M_2_6500
BK24709M;2;0;1;0;7000;;28;BK24709M_2_7000
BK28306M;2;0;1;0;7000;;28;BK28306M_2_7000
BK28311M;2;0;1;0;7000;;29;BK28311M_2_7000
BK34890M;2;0;1;0;8000;;29;BK34890M_2_8000
BK25943M;2;0;1;0;7000;;30;BK25943M_2_7000
BK28773M;2;0;1;0;7000;;30;BK28773M_2_7000
BK30643M;2;0;1;0;7000;;30;BK30643M_2_7000
BK5810M;2;0;1;0;7500;;30;BK5810M_2_7500
BK9990M;2;0;1;0;7000;;30;BK9990M_2_7000
BK24099M;2;0;1;0;6000;;30;BK24099M_2_6000
BK26496M;2;0;1;0;6000;;30;BK26496M_2_6000
BK26496M;2;0;1;0;6000;;30;BK26496M_2_6000
BK27181M;2;0;1;0;7500;;30;BK27181M_2_7500
BK28773M;2;0;1;0;7000;;30;BK28773M_2_7000
BK28773M;2;0;1;0;7000;;30;BK28773M_2_7000
BK33918M;2;0;1;0;6000;;30;BK33918M_2_6000
BK25526M;2;0;1;0;8000;;31;BK25526M_2_8000
BK25942M;2;0;1;0;7000;;31;BK25942M_2_7000
BK30397M;2;0;1;0;7000;;31;BK30397M_2_7000
BK5890M;2;0;1;0;7000;;31;BK5890M_2_7000
BK6792M;2;0;1;0;7000;;31;BK6792M_2_7000
BK25261M;2;0;1;0;7000;;31;BK25261M_2_7000
BK25261M;2;0;1;0;7000;;31;BK25261M_2_7000
BK25944M;2;0;1;0;7000;;31;BK25944M_2_7000
BK25945M;2;0;1;0;7000;;31;BK25945M_2_7000
BK27246M;2;0;1;0;7000;;31;BK27246M_2_7000
BK28309M;2;0;1;0;7000;;31;BK28309M_2_7000
BK28312M;2;0;1;0;7000;;31;BK28312M_2_7000
BK29520M;2;0;1;0;8000;;31;BK29520M_2_8000
BK30602M;2;0;1;0;7000;;31;BK30602M_2_7000
BK30926M;2;0;1;0;7000;;31;BK30926M_2_7000
BK30926M;2;0;1;0;7000;;31;BK30926M_2_7000
BK30927M;2;0;1;0;7000;;31;BK30927M_2_7000
BK30928M;2;0;1;0;7000;;31;BK30928M_2_7000
BK32103M;2;0;1;0;7000;;31;BK32103M_2_7000
BK32574M;2;0;1;0;7000;;31;BK32574M_2_7000
BK32791M;2;0;1;0;7000;;31;BK32791M_2_7000
BK33005M;2;0;1;0;7000;;31;BK33005M_2_7000
BK33005M;2;0;1;0;7000;;31;BK33005M_2_7000
BK34397M;2;0;1;0;7000;;31;BK34397M_2_7000
BK34397M;2;0;1;0;7000;;31;BK34397M_2_7000
BK34836M;2;0;1;0;8000;;31;BK34836M_2_8000
BK34851M;2;0;1;0;7000;;31;BK34851M_2_7000
BK34851M;2;0;1;0;7000;;31;BK34851M_2_7000
BK35202M;2;0;1;0;7000;;31;BK35202M_2_7000
BK6792M;2;0;1;0;7000;;31;BK6792M_2_7000
BK9860M;2;0;1;0;7000;;31;BK9860M_2_7000
BK9870M;2;0;1;0;7000;;31;BK9870M_2_7000
BK9950M;2;0;1;0;7000;;31;BK9950M_2_7000
BK9960M;2;0;1;0;7000;;31;BK9960M_2_7000
BK9960M;2;0;1;0;7000;;31;BK9960M_2_7000
BK9970M;2;0;1;0;7000;;31;BK9970M_2_7000
BK24078M;2;0;1;0;7000;;32;BK24078M_2_7000
BK24078M;2;0;1;0;7000;;32;BK24078M_2_7000
BK24892M;2;0;1;0;7000;;32;BK24892M_2_7000
BK25947M;2;0;1;0;7500;;32;BK25947M_2_7500
BK32439M;2;0;1;0;7000;;32;BK32439M_2_7000
BK6227M;2;0;1;0;8000;;32;BK6227M_2_8000
BK6761M;2;0;1;0;8800;;32;BK6761M_2_8800
BK24483M;2;0;1;0;7000;;32;BK24483M_2_7000
BK24483M;2;0;1;0;7000;;32;BK24483M_2_7000
BK25232M;2;0;1;0;7000;;32;BK25232M_2_7000
BK25242M;2;0;1;0;7900;;32;BK25242M_2_7900
BK25352M;2;0;1;0;7700;;32;BK25352M_2_7700
BK25352M;2;0;1;0;7700;;32;BK25352M_2_7700
BK30391M;2;0;1;0;7500;;32;BK30391M_2_7500
BK32936M;2;0;1;0;8000;;32;BK32936M_2_8000
BK32936M;2;0;1;0;7900;;32;BK32936M_2_7900
BK32938M;2;0;1;0;7000;;32;BK32938M_2_7000
BK33859M;2;0;1;0;7000;;32;BK33859M_2_7000
BK4596M;2;0;1;0;7700;;32;BK4596M_2_7700
BK4596M;2;0;1;0;7700;;32;BK4596M_2_7700
BK27075M;2;0;1;0;8500;;33;BK27075M_2_8500
BK27075M;2;0;1;0;8500;;33;BK27075M_2_8500
BK29308M;2;0;1;0;8000;;33;BK29308M_2_8000
BK29546M;2;0;1;0;8500;;33;BK29546M_2_8500
BK27406M;2;0;1;0;7800;;33;BK27406M_2_7800
BK27406M;2;0;1;0;7800;;33;BK27406M_2_7800
BK27406M;2;0;1;0;7800;;33;BK27406M_2_7800
BK27893M;2;0;1;0;7700;;33;BK27893M_2_7700
BK27893M;2;0;1;0;7700;;33;BK27893M_2_7700
BK32064M;2;0;1;0;7700;;33;BK32064M_2_7700
BK32064M;2;0;1;0;7700;;33;BK32064M_2_7700
BK32064M;2;0;1;0;7700;;33;BK32064M_2_7700
BK32993M;2;0;1;0;7700;;33;BK32993M_2_7700
BK32993M;2;0;1;0;7700;;33;BK32993M_2_7700
BK33512M;2;0;1;0;7700;;33;BK33512M_2_7700
BK34828M;2;0;1;0;8000;;33;BK34828M_2_8000
BK35010M;2;0;1;0;7700;;33;BK35010M_2_7700
BK24319M;2;0;1;0;7000;;34;BK24319M_2_7000
BK25555M;2;0;1;0;9000;;34;BK25555M_2_9000
BK25555M;2;0;1;0;9000;;34;BK25555M_2_9000
BK34047M;2;0;1;0;9000;;34;BK34047M_2_9000
BK34047M;2;0;1;0;9000;;34;BK34047M_2_9000
BK34047M;2;0;1;0;9000;;34;BK34047M_2_9000
BK34048M;2;0;1;0;9000;;34;BK34048M_2_9000
BK34048M;2;0;1;0;9000;;34;BK34048M_2_9000
BK34049M;2;0;1;0;9000;;34;BK34049M_2_9000
BK5800M;2;0;1;0;9000;;34;BK5800M_2_9000
BK6224M;2;0;1;0;8000;;34;BK6224M_2_8000
BK8028M;2;0;1;0;8000;;34;BK8028M_2_8000
BK24619M;2;0;1;0;8000;;34;BK24619M_2_8000
BK25051M;2;0;1;0;8000;;34;BK25051M_2_8000
BK4277M;2;0;1;0;8000;;34;BK4277M_2_8000
BK8028M;2;0;1;0;8000;;34;BK8028M_2_8000
BK31839M;2;0;1;0;7700;;35;BK31839M_2_7700
BK33724M;2;0;1;0;8800;;35;BK33724M_2_8800
BK4050M;2;0;1;0;8000;;35;BK4050M_2_8000
BK4050M;2;0;1;0;8000;;35;BK4050M_2_8000
BK4580M;2;0;1;0;8000;;35;BK4580M_2_8000
BK6090M;2;0;1;0;8000;;35;BK6090M_2_8000
BK6090M;2;0;1;0;8000;;35;BK6090M_2_8000
BK8667M;2;0;1;0;8000;;35;BK8667M_2_8000
BK8812M;2;0;1;0;8000;;35;BK8812M_2_8000
BK8812M;2;0;1;0;8000;;35;BK8812M_2_8000
BK25529M;2;0;1;0;8000;;35;BK25529M_2_8000
BK25529M;2;0;1;0;8000;;35;BK25529M_2_8000
BK27392M;2;0;1;0;8000;;35;BK27392M_2_8000
BK27395M;2;0;1;0;8000;;35;BK27395M_2_8000
BK31839M;2;0;1;0;8000;;35;BK31839M_2_8000
BK32718M;2;0;1;0;8000;;35;BK32718M_2_8000
BK32718M;2;0;1;0;8000;;35;BK32718M_2_8000
BK32718M;2;0;1;0;8000;;35;BK32718M_2_8000
BK34008M;2;0;1;0;8000;;35;BK34008M_2_8000
BK4580M;2;0;1;0;8000;;35;BK4580M_2_8000
BK25043M;2;0;1;0;9000;;36;BK25043M_2_9000
BK29107M;2;0;1;0;8000;;36;BK29107M_2_8000
BK29108M;2;0;1;0;8000;;36;BK29108M_2_8000
BK29511M;2;0;1;0;8000;;36;BK29511M_2_8000
BK29512m;2;0;1;0;8000;;36;BK29512m_2_8000
BK4277M;2;0;1;0;8000;;36;BK4277M_2_8000
BK4277M;2;0;1;0;8000;;36;BK4277M_2_8000
BK5800M;2;0;1;0;9000;;36;BK5800M_2_9000
BK5810M;2;0;1;0;7500;;36;BK5810M_2_7500
BK8666M;2;0;1;0;8000;;36;BK8666M_2_8000
BK8666M;2;0;1;0;8000;;36;BK8666M_2_8000
BK8774M;2;0;1;0;8000;;36;BK8774M_2_8000
BK8774M;2;0;1;0;8000;;36;BK8774M_2_8000
BK25043M;2;0;1;0;9000;;36;BK25043M_2_9000
BK27073M;2;0;1;0;8500;;36;BK27073M_2_8500
BK27276M;2;0;1;0;8800;;36;BK27276M_2_8800
BK27557M;2;0;1;0;9000;;36;BK27557M_2_9000
BK27562M;2;0;1;0;8800;;36;BK27562M_2_8800
BK27562M;2;0;1;0;8800;;36;BK27562M_2_8800
BK28411M;2;0;1;0;8000;;36;BK28411M_2_8000
BK29472M;2;0;1;0;8000;;36;BK29472M_2_8000
BK31119M;2;0;1;0;8800;;36;BK31119M_2_8800
BK31399M;2;0;1;0;8000;;36;BK31399M_2_8000
BK33724M;2;0;1;0;8800;;36;BK33724M_2_8800
BK33724M;2;0;1;0;8800;;36;BK33724M_2_8800
BK34007M;2;0;1;0;8800;;36;BK34007M_2_8800
BK34319M;2;0;1;0;9000;;36;BK34319M_2_9000
BK34351M;2;0;1;0;8000;;36;BK34351M_2_8000
BK34670M;2;0;1;0;8000;;36;BK34670M_2_8000
BK35011M;2;0;1;0;8800;;36;BK35011M_2_8800
BK5800M;2;0;1;0;9000;;36;BK5800M_2_9000
BK5801M;2;0;1;0;9000;;36;BK5801M_2_9000
BK5805M;2;0;1;0;9000;;36;BK5805M_2_9000
BK6797M;2;0;1;0;8500;;36;BK6797M_2_8500
BK7112M;2;0;1;0;8800;;36;BK7112M_2_8800
BK25495M;2;0;1;0;9000;;37;BK25495M_2_9000
BK26251M;2;0;1;0;7700;;37;BK26251M_2_7700
BK5825M;2;0;1;0;7700;;37;BK5825M_2_7700
BK5825M;2;0;1;0;7700;;37;BK5825M_2_7700
BK5825M;2;0;1;0;7700;;37;BK5825M_2_7700
BK5825M;2;0;1;0;7700;;37;BK5825M_2_7700
BK5874M;2;0;1;0;8800;;37;BK5874M_2_8800
BK24536M;2;0;1;0;8800;;37;BK24536M_2_8800
BK25512M;2;0;1;0;9000;;37;BK25512M_2_9000
BK25512M;2;0;1;0;9000;;37;BK25512M_2_9000
BK25612M;2;0;1;0;9000;;37;BK25612M_2_9000
BK25632M;2;0;1;0;7500;;37;BK25632M_2_7500
BK26434M;2;0;1;0;8800;;37;BK26434M_2_8800
BK30422M;2;0;1;0;9000;;37;BK30422M_2_9000
BK30422M;2;0;1;0;9000;;37;BK30422M_2_9000
BK33187M;2;0;1;0;8800;;37;BK33187M_2_8800
BK33187M;2;0;1;0;8800;;37;BK33187M_2_8800
BK33188M;2;0;1;0;8800;;37;BK33188M_2_8800
BK33644M;2;0;1;0;8800;;37;BK33644M_2_8800
BK4474M;2;0;1;0;9000;;37;BK4474M_2_9000
BK4474M;2;0;1;0;9000;;37;BK4474M_2_9000
BK7624M;2;0;1;0;9000;;37;BK7624M_2_9000
BK4234M;2;0;1;0;9300;;38;BK4234M_2_9300
BK4234M;2;0;1;0;9300;;38;BK4234M_2_9300
BK4234M;2;0;1;0;9300;;38;BK4234M_2_9300
BK4479M;2;0;1;0;9000;;38;BK4479M_2_9000
BK4479M;2;0;1;0;9000;;38;BK4479M_2_9000
BK6761M;2;0;1;0;8800;;38;BK6761M_2_8800
BK6797M;2;0;1;0;8500;;38;BK6797M_2_8500
BK7156M;2;0;1;0;8500;;38;BK7156M_2_8500
BK7156M;2;0;1;0;8500;;38;BK7156M_2_8500
BK27397M;2;0;1;0;9300;;38;BK27397M_2_9300
BK30391M;2;0;1;0;8500;;38;BK30391M_2_8500
BK32116M;2;0;1;0;9300;;38;BK32116M_2_9300
BK7112M;2;0;1;0;8800;;38;BK7112M_2_8800
BK7112M;2;0;1;0;8800;;38;BK7112M_2_8800
BK7156M;2;0;1;0;8500;;38;BK7156M_2_8500
BK29547M;2;0;1;0;9000;;39;BK29547M_2_9000
BK4591M;2;0;1;0;9000;;39;BK4591M_2_9000
BK4591M;2;0;1;0;9000;;39;BK4591M_2_9000
BK5148M;2;0;1;0;9300;;39;BK5148M_2_9300
BK5148M;2;0;1;0;9300;;39;BK5148M_2_9300
BK6067M;2;0;1;0;9300;;39;BK6067M_2_9300
BK6600M;2;0;1;0;9000;;39;BK6600M_2_9000
BK6600M;2;0;1;0;9000;;39;BK6600M_2_9000
BK7624M;2;0;1;0;9000;;39;BK7624M_2_9000
BK25495M;2;0;1;0;9000;;39;BK25495M_2_9000
BK25363M;2;0;1;0;10000;;40;BK25363M_2_10000
BK30424M;2;0;1;0;10000;;40;BK30424M_2_10000
BK34898M;2;0;1;0;10000;;40;BK34898M_2_10000
BK4233M;2;0;1;0;9300;;40;BK4233M_2_9300
BK4233M;2;0;1;0;9300;;40;BK4233M_2_9300
BK7543M;2;0;1;0;8500;;40;BK7543M_2_8500
BK8344M;2;0;1;0;9500;;40;BK8344M_2_9500
BK9520M;2;0;1;0;7700;;40;BK9520M_2_7700
BK9520M;2;0;1;0;7700;;40;BK9520M_2_7700
BK25499M;2;0;1;0;10000;;40;BK25499M_2_10000
BK25499M;2;0;1;0;10000;;40;BK25499M_2_10000
BK28011M;2;0;1;0;10000;;40;BK28011M_2_10000
BK29546M;2;0;1;0;8500;;40;BK29546M_2_8500
BK30423M;2;0;1;0;10000;;40;BK30423M_2_10000
BK30423M;2;0;1;0;10000;;40;BK30423M_2_10000
BK9520M;2;0;1;0;7700;;40;BK9520M_2_7700
BK5725M;2;0;1;0;8600;;41;BK5725M_2_8600
BK5725M;2;0;1;0;8600;;41;BK5725M_2_8600
BK23678M;2;0;1;0;8600;;41;BK23678M_2_8600
BK23678M;2;0;1;0;8600;;41;BK23678M_2_8600
BK29125M;2;0;1;0;10000;;42;BK29125M_2_10000
BK29127M;2;0;1;0;10000;;42;BK29127M_2_10000
BK29515M;2;0;1;0;10000;;42;BK29515M_2_10000
BK29516M;2;0;1;0;10000;;42;BK29516M_2_10000
BK29517M;2;0;1;0;10000;;42;BK29517M_2_10000
BK35688M;2;0;1;0;9300;;42;BK35688M_2_9300
BK4551M;2;0;1;0;10000;;42;BK4551M_2_10000
BK6750M;2;0;1;0;10000;;42;BK6750M_2_10000
BK7533M;2;0;1;0;9300;;42;BK7533M_2_9300
BK7533M;2;0;1;0;9300;;42;BK7533M_2_9300
BK7988M;2;0;1;0;10500;;42;BK7988M_2_10500
BK25034M;2;0;1;0;10500;;42;BK25034M_2_10500
BK25034M;2;0;1;0;10500;;42;BK25034M_2_10500
BK25334M;2;0;1;0;10500;;42;BK25334M_2_10500
BK28013M;2;0;1;0;10000;;42;BK28013M_2_10000
BK29847M;2;0;1;0;10000;;42;BK29847M_2_10000
BK30424M;2;0;1;0;10000;;42;BK30424M_2_10000
BK30424M;2;0;1;0;10000;;42;BK30424M_2_10000
BK33959M;2;0;1;0;10500;;42;BK33959M_2_10500
BK4551M;2;0;1;0;10000;;42;BK4551M_2_10000
BK27212M;2;0;1;0;10000;;43;BK27212M_2_10000
BK33065M;2;0;1;0;10000;;43;BK33065M_2_10000
BK8089M;2;0;1;0;10000;;43;BK8089M_2_10000
BK29126M;2;0;1;0;9000;;44;BK29126M_2_9000
BK29518M;2;0;1;0;9000;;44;BK29518M_2_9000
BK29519M;2;0;1;0;9000;;44;BK29519M_2_9000
BK7116M;2;0;1;0;10000;;44;BK7116M_2_10000
BK7116M;2;0;1;0;10000;;44;BK7116M_2_10000
BK7543M;2;0;1;0;9000;;44;BK7543M_2_9000
BK8089M;2;0;1;0;10000;;44;BK8089M_2_10000
BK26937M;2;0;1;0;10000;;44;BK26937M_2_10000
BK29155M;2;0;1;0;9700;;44;BK29155M_2_9700
BK29156M;2;0;1;0;9700;;44;BK29156M_2_9700
BK32414M;2;0;1;0;10000;;44;BK32414M_2_10000
BK32543M;2;0;1;0;10000;;44;BK32543M_2_10000
BK32806M;2;0;1;0;10000;;44;BK32806M_2_10000
BK35012M;2;0;1;0;10000;;44;BK35012M_2_10000
BK35978m;2;0;1;0;10000;;44;BK35978m_2_10000
BK7116M;2;0;1;0;10000;;44;BK7116M_2_10000
BK8089M;2;0;1;0;10000;;44;BK8089M_2_10000
BK29308M;2;0;1;0;8000;;45;BK29308M_2_8000
BK33320M;2;0;1;0;7000;;45;BK33320M_2_7000
BK4469M;2;0;1;0;11000;;45;BK4469M_2_11000
BK5531M;2;0;1;0;11000;;45;BK5531M_2_11000
BK5531M;2;0;1;0;10500;;45;BK5531M_2_10500
BK7988M;2;0;1;0;11000;;45;BK7988M_2_11000
BK8090M;2;0;1;0;11000;;45;BK8090M_2_11000
BK8344M;2;0;1;0;11000;;45;BK8344M_2_11000
BK8668M;2;0;1;0;8000;;45;BK8668M_2_8000
BK27211M;2;0;1;0;10000;;45;BK27211M_2_10000
BK27394M;2;0;1;0;11000;;45;BK27394M_2_11000
BK27394M;2;0;1;0;11000;;45;BK27394M_2_11000
BK27401M;2;0;1;0;11000;;45;BK27401M_2_11000
BK27401M;2;0;1;0;11000;;45;BK27401M_2_11000
BK29471M;2;0;1;0;8000;;45;BK29471M_2_8000
BK32716M;2;0;1;0;11000;;45;BK32716M_2_11000
BK33645M;2;0;1;0;11000;;45;BK33645M_2_11000
BK33648M;2;0;1;0;10000;;45;BK33648M_2_10000
BK34151M;2;0;1;0;11000;;45;BK34151M_2_11000
BK34151M;2;0;1;0;11000;;45;BK34151M_2_11000
BK34685M;2;0;1;0;8000;;45;BK34685M_2_8000
BK4469M;2;0;1;0;11000;;45;BK4469M_2_11000
BK4469M;2;0;1;0;11000;;45;BK4469M_2_11000
BK8090M;2;0;1;0;10000;;45;BK8090M_2_10000
BK8090M;2;0;1;0;10000;;45;BK8090M_2_10000
BK8344M;2;0;1;0;11000;;46;BK8344M_2_11000
BK4464M;2;0;1;0;11000;;46;BK4464M_2_11000
BK4464M;2;0;1;0;10000;;46;BK4464M_2_10000
BK6700M;2;0;1;0;11000;;47;BK6700M_2_11000
BK25531M;2;0;1;0;11000;;47;BK25531M_2_11000
BK25531M;2;0;1;0;11000;;47;BK25531M_2_11000
BK29566M;2;0;1;0;11000;;47;BK29566M_2_11000
BK29567M;2;0;1;0;11000;;47;BK29567M_2_11000
BK36003M;2;0;1;0;11000;;47;BK36003M_2_11000
BK6700M;2;0;1;0;11000;;47;BK6700M_2_11000
BK27403M;2;0;1;0;10500;;48;BK27403M_2_10500
BK8691M;2;0;1;0;11000;;48;BK8691M_2_11000
BK8691M;2;0;1;0;11000;;48;BK8691M_2_11000
BK8691M;2;0;1;0;10500;;48;BK8691M_2_10500
BK32926M;2;0;1;0;10500;;48;BK32926M_2_10500
BK32926M;2;0;1;0;10500;;48;BK32926M_2_10500
BK31838M;2;0;1;0;7000;;52;BK31838M_2_7000
BK25038M;2;0;1;0;8000;;53;BK25038M_2_8000
BK8667M;2;0;1;0;8000;;53;BK8667M_2_8000
BK25238M;2;0;1;0;9000;;57;BK25238M_2_9000
BK32924M;2;0;1;0;9000;;57;BK32924M_2_9000
BK25231M;2;0;1;0;10000;;62;BK25231M_2_10000
